disease_name,associated_disease
外阴烧伤、烫伤和化学损伤, 直肠脱垂
念珠龟头炎,前列腺炎
念珠龟头炎, 睾丸炎
念珠龟头炎, 附睾炎
念珠龟头炎, 膀胱炎
念珠龟头炎, 肾炎
念珠龟头炎, 肾盂肾炎
念珠龟头炎, 男性不育症
外阴神经鞘瘤,神经纤维瘤
溶组织内阿米巴病,肠炎
微小病毒感染,心力衰竭
外阴神经纤维瘤,神经纤维瘤
小儿原发性纤毛运动障碍,脑积水
软下疳,包茎
软下疳, 嵌顿包茎
软下疳, 水肿
软下疳, 尿道狭窄
软下疳, 腹股沟肉芽肿
软下疳, 生殖器疱疹
软下疳, 梅毒
外阴神经性皮炎,细菌感染
疱疹,恶心和呕吐
疱疹, 听力障碍
疱疹, 眼球震颤
疱疹, 昏迷
疱疹, 膀胱炎
疱疹, 前列腺炎
疱疹, 尿潴留
小儿慢性肾小球肾炎,高血压
小儿慢性肾小球肾炎, 贫血
小儿慢性肾小球肾炎, 肾功能衰竭
小儿慢性肾小球肾炎, 尿毒症
小儿慢性肾小球肾炎, 营养不良
小儿慢性肾小球肾炎, 心力衰竭
外阴湿疹,尿路真菌感染
混合血管瘤,瘢痕疙瘩
小儿急性肾小球肾炎,慢性肾炎
外阴天疱疮,恶性肿瘤
毛细血管瘤,运动障碍疾病
原发性心脏横纹肌肉瘤,心律失常
外阴痛,前庭大腺囊肿
化脓性乳腺炎,乳腺癌
外阴纤维瘤,外阴肿瘤
隐匿阴茎,男性不育症
生殖器疱疹,脑膜炎
生殖器疱疹, 前列腺炎
生殖器疱疹, 盆腔炎
生殖器疱疹, 非淋菌性尿道炎
生殖器疱疹, 尖锐湿疣
外阴纤维肉瘤,外阴血管瘤
耳真菌病,瘙痒症
乳腺导管瘤,乳腺癌
外阴腺鳞癌,淋巴结核
肝豆状核变性伴发的精神障碍,吞咽困难
肝豆状核变性伴发的精神障碍, 尿路感染
肝豆状核变性伴发的精神障碍, 褥疮
肝豆状核变性伴发的精神障碍, 骨折
肝豆状核变性伴发的精神障碍, 门静脉高压
肝豆状核变性伴发的精神障碍, 失血性休克
肝豆状核变性伴发的精神障碍, 上消化道出血
肝豆状核变性伴发的精神障碍, 肝性脑病
肝豆状核变性伴发的精神障碍, 肝肾综合征
肝豆状核变性伴发的精神障碍, 癫痫
牙周炎,牙周脓肿
伤寒,贫血
外阴腺泡状软组织肉瘤,肉瘤
脑垂体功能异常伴发的精神障碍,脱水
三期梅毒,梅毒性巩膜炎
角膜炎,角膜葡萄肿
外阴象皮肿,头痛
脑膨出,癫痫
丝虫病,乳糜尿
结肠炎,结肠癌
外阴血管瘤,血管瘤
脑梗死,脑性瘫痪
斜视,弱视
外阴血管外皮细胞瘤,血管瘤
糖尿病性肾病,急性肾功能衰竭
唇炎,唇癌
外阴血吸虫病,肝性脑病
外阴银屑病,外阴湿疹
小儿结核性心包炎,水肿
牙龈炎,糖尿病
外阴硬化性苔藓,外阴瘙痒
重症肌无力样综合征,尿路感染
伤寒与副伤寒,肠出血性大肠埃希杆菌感染
闭经溢乳综合征,骨质疏松
喉炎,肺炎
水痘,下丘脑综合征
外阴尤因肉瘤,脂肪瘤
睾丸癌,男性乳房肥大症
成人斯蒂尔病,肺不张
成人斯蒂尔病, 成人呼吸窘迫综合征
成人斯蒂尔病, 消化性溃疡
外阴疣状癌,外阴炎
垂体卒中,尿崩症
肝癌,黄疸
鼠疫,败血症
外阴疣状黄瘤,尿路感染
胸膜炎,心肌炎
绦虫病,白内障
外阴早期浸润性鳞癌,肺癌
天花,蜂窝织炎
天花, 结膜炎
天花, 角膜溃疡
天花, 中耳炎
天花, 喉炎
天花, 支气管肺炎
天花, 胸膜炎
天花, 脊髓炎
天花, 肾炎
天花, 睾丸炎
天花, 流产
天花, 褥疮
甲状腺激素抵抗综合征,神经性耳聋
阑尾炎,消化不良
外阴脂肪瘤,脂肪瘤
酒精伴发的精神障碍,酒精性肝硬化
炭疽病,呼吸衰竭
肾虚,腹泻
肾虚, 前列腺增生
肾虚, 糖尿病
肾虚, 失眠
肾虚, 肺气肿
肾虚, 慢性支气管炎
肾虚, 高血压
外阴脂肪肉瘤,肺转移瘤
巨人症与肢端肥大症,腕管综合征
巨人症与肢端肥大症, 水肿
巨人症与肢端肥大症, 骨质疏松
巨人症与肢端肥大症, 冠心病
巨人症与肢端肥大症, 心肌梗死
巨人症与肢端肥大症, 心力衰竭
巨人症与肢端肥大症, 糖尿病
巨人症与肢端肥大症, 高催乳素血症
头癣,股癣
心内膜炎,脑栓塞
外阴中肾管囊肿,尿潴留
甲状腺相关眼病,压迫性视神经病变
兔热病,脑膜炎
兔热病, 骨髓炎
兔热病, 心包炎
兔热病, 心内膜炎
兔热病, 腹膜炎
兔热病, 肺脓肿
兔热病, 脑膜炎
血管炎,肺血管炎
外阴肿瘤合并妊娠,生殖道感染
甲状腺微小癌,呼吸道感染
胃穿孔,腹痛
弯曲菌感染,胆囊炎
弯曲菌感染, 胰腺炎
弯曲菌感染, 腹膜炎
弯曲菌感染, 心内膜炎
弯曲菌感染, 关节炎
弯曲菌感染, 骨髓炎
弯曲菌感染, 弯曲菌性肠炎
弯曲菌感染, 菌血症
外阴转移性癌,生殖道感染
继发性铁粒幼细胞性贫血,心力衰竭
慢性糜烂性胃炎,胃穿孔
弯曲菌性肠炎,腹泻
外源性光感性皮炎,肿胀
假性醛固酮减少症,电解质紊乱
网状青斑,网状青斑
先天性巨细胞包涵体病,间质性肺炎
先天性巨细胞包涵体病, 肝炎
先天性巨细胞包涵体病, 视网膜炎
先天性巨细胞包涵体病, 视神经萎缩
先天性巨细胞包涵体病, 瘫痪
先天性巨细胞包涵体病, 运动障碍疾病
继发性女阴过度角化,尿路真菌感染
网状青斑和青斑性血管炎,淋巴瘤
微囊肿腺癌,结节病
慢性乳突炎,脑脊液漏
微小病变型肾病,营养不良
微小病变型肾病, 血栓形成
微小病变型肾病, 低钾血症
微小病变型肾病, 腹膜炎
微小病变型肾病, 胸膜炎
微小病变型肾病, 静脉血栓形成
微小病变型肾病, 肾功能衰竭
微小病变型肾病, 高脂血症
微小病变型肾病, 冠心病
微小病变型肾病, 动脉硬化
微小病变型肾病, 急性肾功能衰竭
微小病变型肾病, 肾性糖尿
夸赛纳森林病,大咯血
淋巴瘤细胞白血病,心包积液
微小度数斜视,屈光不正
上呼吸道感染,风湿热
Usher综合征,白内障
微小核糖核酸病毒性角膜炎,肌肉萎缩
慢性黏膜皮肤念珠菌病,糖尿病
慢性黏膜皮肤念珠菌病, 甲状旁腺功能减退症
慢性黏膜皮肤念珠菌病, 缺铁性贫血
慢性黏膜皮肤念珠菌病, 维生素A缺乏病
结膜充血,过敏性结膜炎
微血管病性溶血性贫血,贫血
鞍上生殖细胞瘤,尿崩症
脾大,溶血性贫血
慢性乳腺炎,脓肿
韦格内肉芽肿,葡萄球菌感染
妊娠合并宫颈癌,尿毒症
韦格纳肉芽肿,鼻中隔穿孔
韦格纳肉芽肿, 血管炎
韦格纳肉芽肿, 流行性腮腺炎
韦格纳肉芽肿, 睾丸炎
韦格纳肉芽肿, 前列腺炎
嗜碱性粒细胞白血病,胃溃疡性穿孔
心理障碍,妄想症
韦格纳肉芽肿性巩膜炎,水肿
糖尿病心肌病,糖尿病心脏病
韦尼克脑病,低血压
韦尼克脑病, 肝病
韦尼克脑病, 胰腺炎
韦尼克脑病, 心力衰竭
韦尼克脑病, 酒中毒性周围神经病
胸腺囊肿,胸腺瘤
血吸虫病,急性弥漫性腹膜炎
围绝经期功能失调性子宫出血,休克
猩红热,蜂窝织炎
猩红热, 肺炎
猩红热, 风湿性关节炎
猩红热, 心肌炎
猩红热, 心内膜炎
猩红热, 心包炎
矮小症,小儿不对称身材-矮小-性发育异常综合征
围绝经期前后的外阴白色病变,阴道炎
旋毛虫病,心包积液
原发性乳腺恶性淋巴瘤,乳腺癌
新疆出血热,高血压
社交恐惧症,恐怖性焦虑障碍
原发性甲状旁腺功能亢进症与肾病,尿路感染
围绝经期综合征,失眠
围绝经期综合征, 头痛
围绝经期综合征, 眩晕
围绝经期综合征, 外阴瘙痒
围绝经期综合征, 性交疼痛
围绝经期综合征, 老年性阴道炎
围绝经期综合征, 膀胱炎
围绝经期综合征, 尿道炎
围绝经期综合征, 尿失禁
围绝经期综合征, 子宫脱垂
围绝经期综合征, 心绞痛
围绝经期综合征, 高血压
围绝经期综合征, 骨质疏松
白血病伴发的精神障碍,恶心和呕吐
急性胆管炎,休克
围生期心肌病,动脉栓塞
出血性脑梗死,焦虑症
糜烂性胃炎,萎缩性胃炎
糜烂性胃炎, 胃癌
糜烂性胃炎, 胃溃疡
糜烂性胃炎, 胃穿孔
糜烂性胃炎, 胆汁返流性胃炎
围术期伴发的精神障碍,脑病
第Ⅰ型脊髓血管畸形,瘫痪
维生素A过多病,骨折
瘢痕性睑内翻,角膜溃疡
多发性骨髓瘤病肾病,败血症
Jessner淋巴细胞浸润,瘙痒症
神经性头痛,神经衰弱
办公室综合症,颈椎病
氨气中毒,呼吸衰竭
维生素B2缺乏病,贫血
急性海绵窦栓塞性静脉炎,眶蜂窝织炎
急性海绵窦栓塞性静脉炎, 眶蜂窝织炎
急性海绵窦栓塞性静脉炎, 急性海绵窦栓塞性静脉炎
急性海绵窦栓塞性静脉炎, 脓肿
急性海绵窦栓塞性静脉炎, 脑膜炎
衣原体感染症,不孕不育
贫血伴发的精神障碍,精神障碍
尾神经丛痛,躯体感觉障碍
肾绞痛,贫血
厌氧菌感染,休克
尾痛症,腰椎间盘突出
缺铁性吞咽困难,食管癌
泌尿系结石,尿毒症
隐球菌病,败血症
溶血尿毒症综合征,肺水肿
尾蚴性皮炎,丘疹性荨麻疹
芽生菌病,急性呼吸窘迫综合征
特发性震颤,言语障碍
特发性震颤, 书写痉挛
特发性震颤, 痉挛性斜颈
特发性震颤, 不安腿综合征
特发性震颤, 偏头痛
异尖线吸虫蚴移行症,急性弥漫性腹膜炎
心血管疾病,肺水肿
委内瑞拉马脑炎,呼吸衰竭
阴虱病,毛囊炎
萎缩纹,肥胖症
肾脓肿,急性肾盂肾炎
肾脓肿, 尿路梗阻
肾脓肿, 肾周脓肿
肾脓肿, 肾脏损伤
肾脓肿, 肾周围炎
肾脓肿, 尿路感染
血小板无力症,溶血性贫血
未分化结缔组织病,营养不良
未分化结缔组织病, 高血压
未分化结缔组织病, 血管炎
未分化结缔组织病, 肾动脉狭窄
未分化结缔组织病, 胸腔积液
未分化结缔组织病, 心包积液
包涵体肌炎,褥疮
血友病甲,昏迷
胃肠道癌皮肤转移,肺转移瘤
鼻部囊肿,脑脊液漏
胃肠道癌转移卵巢,输卵管粘连
一期梅毒,心肌梗死
乳腺囊肿,乳腺癌
胃恶性淋巴瘤,肠梗阻
叶酸缺乏症,营养不良
医院内感染,败血症
肾性脑病,颞叶癫痫
胃反应性淋巴增生,恶性淋巴瘤
营养障碍性多发性神经病,低血压
鼻外伤,脑脊液鼻漏
胃隔膜,双胃
恙虫病,胸膜炎
真性小眼球,眼球震颤
胃畸胎瘤,贫血
干燥综合征神经系统损害,硬皮病
羊痘,关节炎
耳鸣,咽鼓管阻塞
胃急性扩张,低钠血症
胃急性扩张, 低血容量性休克
胃急性扩张, 急性肾功能衰竭
胃急性扩张, 心功能障碍
类风湿性关节炎的肾损害,弥散性血管内凝血
肺纤维化,肺动脉高压
硬皮病食管,食管狭窄
胃溃疡出血,胃穿孔
隐孢子虫病,电解质紊乱
脑水肿,头痛
胃溃疡性穿孔,感染性休克
闭合性颅脑损伤,昏迷
联合免疫缺陷病,红皮病
联合免疫缺陷病, 湿疹
联合免疫缺陷病, 哮喘
联合免疫缺陷病, 荨麻疹
联合免疫缺陷病, 溶血性贫血
联合免疫缺陷病, 淋巴瘤
联合免疫缺陷病, 急性淋巴细胞性白血病
联合免疫缺陷病, 共济失调
联合免疫缺陷病, 糖尿病
联合免疫缺陷病, 风疹
联合免疫缺陷病, 巨细胞病毒感染
组织胞浆菌病,疤痕
排卵障碍,不孕不育
排卵障碍, 月经失调性不孕症
排卵障碍, 闭经
排卵障碍, 多毛症
排卵障碍, 肥胖症
排卵障碍, 子宫内膜癌
排卵障碍, 乳腺癌
胃类癌瘤,腹泻
慢性血源性骨髓炎,骨折
偏瘫,肌肉萎缩
梅克尔憩室,肠梗阻
梅克尔憩室, 肠扭转
梅克尔憩室, 粘连性肠梗阻
梅克尔憩室, 肠套叠
梅克尔憩室, 消化性溃疡
梅克尔憩室, 腹膜炎
梅克尔憩室, 水肿
扁桃体结石,慢性扁桃体炎
胃内异物,胃溃疡
慢性盆腔疼痛,肿胀
慢性盆腔疼痛, 静脉曲张
慢性盆腔疼痛, 子宫内膜异位症
慢性盆腔疼痛, 腹股沟疝
中间型链球菌感染,脑脓肿
中间型链球菌感染, 腹膜炎
中间型链球菌感染, 肝脓肿
中间型链球菌感染, 盆腔脓肿
中间型链球菌感染, 肺脓肿
中间型链球菌感染, 蜂窝织炎
胃黏膜脱垂,上消化道出血
肾阳虚,贫血
查加斯病,充血性心力衰竭
查加斯病, 室性期前收缩
查加斯病, 动脉瘤
查加斯病, 肺栓塞
查加斯病, 心律失常
着色真菌病,脓肿
胃石症,浅表性胃炎
胃石症, 胃溃疡
胃石症, 胃出血
胃石症, 幽门梗阻
胃石症, 腹痛
胃石症, 肠梗阻
脑外伤,脑疝
蝶骨嵴脑膜瘤,脑梗死
足菌肿,肿胀
胃食管反流病,呃逆
高血压性心肌病,心律失常
变异性哮喘,呼吸道感染
胃脂肪瘤,贫血
高血压脑出血,休克
肾阴虚,高血压
真菌过敏症,荨麻疹
窝状角质松解症,脓毒症和菌血症
脑血管畸形,心力衰竭
脑膜炎奈瑟菌肺炎,败血症
自由生活阿米巴感染,角膜炎
沃纳综合征,肝大
肾肿瘤,腹痛
胆囊胆固醇沉着症,急性胆囊炎
志贺菌病,关节炎
并指畸形,先天性并指多指畸形
法布里病,心肌梗死
无功能垂体腺瘤,闭经
渗出性中耳炎,过敏性鼻炎
渗出性中耳炎, 分泌性中耳炎
渗出性中耳炎, 鼓室硬化症
渗出性中耳炎, 粘连性中耳炎
急性颈部软组织损伤,肿胀
剥脱性皮炎型药疹,败血症
无功能性甲状旁腺囊肿,肿胀
急性肺水肿,多系统器官功能衰竭
无汗症,硬皮病
急性根尖牙周炎,口臭
胰腺肉瘤,腹腔脓肿
无机碱皮肤损伤,鼻中隔溃疡
扁平疣,皮肤癌
无脉络膜症,白内障
白癜风,糖尿病
胰腺分裂,胰腺炎
无排卵型功能失调性子宫出血,子宫肌瘤
非细菌性血栓性心内膜炎,心肌梗死
白发症,白化病
无色性色素失调症,皮肤癌
工业毒物中毒性周围神经病,慢性肺炎
失眠抑郁,糖尿病
无痛性甲状腺炎,甲状腺功能减退
男性青春期发育延迟,成人全垂体功能减退
斑秃,白癜风
无痛性心肌梗死,休克
无痛性心肌梗死, 心律失常
无痛性心肌梗死, 心律失常
无痛性心肌梗死, 血栓形成
慢性根尖牙周炎,口臭
无症状型心肌缺血,猝死
女性尿瘘,膀胱结石
食道溃疡,贫血
无症状性脑梗死,糖尿病
前葡萄膜炎,交感性眼炎
蜈蚣蜇伤,头痛
脑干梗塞,吸入性肺炎
脑干梗塞, 褥疮
脑干梗塞, 尿路感染
脑干梗塞, 肺栓塞
脑干梗塞, 下肢深静脉血栓形成
脑干梗塞, 吞咽困难
脑干梗塞, 营养不良
前列腺异位,不孕不育
X综合征,不稳定型心绞痛
急性冠脉综合征,心律失常
急性冠脉综合征, 低血压
急性冠脉综合征, 休克
急性冠脉综合征, 休克
急性冠脉综合征, 心力衰竭
急性冠脉综合征, 下肢静脉血栓形成
急性冠脉综合征, 心肌梗死
急性冠脉综合征, 心肌梗死
急性冠脉综合征, 心包炎
急性冠脉综合征, 胸膜炎
急性冠脉综合征, 肺炎
垂体腺瘤,脑蛛网膜下腔出血
垂体腺瘤, 鼻中隔穿孔
垂体腺瘤, 尿崩症
垂体腺瘤, 纤维肉瘤
病毒性结膜炎,白内障
前列腺结石,前列腺炎
小儿扁脸关节脱位足异常综合征,脊柱裂
藏毛囊肿,鳞状细胞癌
肾上腺意外瘤,骨质疏松
视网膜分支动脉阻塞,视网膜血管炎
视网膜分支动脉阻塞, 视网膜中央动脉阻塞
视网膜分支动脉阻塞, 视网膜中央静脉阻塞
视网膜分支动脉阻塞, 视网膜炎
结肠黑变病,直肠息肉
牙髓炎,慢性牙髓炎
手足综合症,肿胀
西方马型脑炎,昏迷
骨质软化症与佝偻病,小儿维生素D缺乏性手足搐搦症
骨质软化症与佝偻病, 喉痉挛
骨质软化症与佝偻病, 骨质软化症与佝偻病
急性牙髓炎,牙髓病
维生素D依赖性佝偻病,佝偻病
慢性牙髓炎,牙髓病
系统性血管炎,动脉瘤
西尼罗河热,肝炎
脊柱畸形,多囊肾
α1抗胰蛋白酶缺乏性肝病,肝硬化
睑缘炎,结膜炎
痤疮,疤痕
皮肤脑膜瘤,脊柱侧凸
西瓦特皮肤异色病,皮肤瘙痒症
大疱性类天疱疮,瘙痒症
脑动脉硬化伴发的精神障碍,偏瘫
脑动脉硬化伴发的精神障碍, 延髓性麻痹
脑动脉硬化伴发的精神障碍, 失语症
希尔德病,褥疮
结核性盆腔炎,痛经
丹毒,败血症
鼻咽癌的眼部病变,听力障碍
锡尘肺,肺气肿
戈登综合征,高血压肾病
膝关节脱位,坐骨神经损伤
甲状腺功能减低所致贫血,心包积液
内分泌性高血压,冠心病
内分泌性高血压, 心绞痛
内分泌性高血压, 脑梗塞
内分泌性高血压, 脑血栓
内分泌性高血压, 脑出血
内分泌性高血压, 肾炎
内分泌性高血压, 蛋白尿
内分泌性高血压, 白内障
内分泌性高血压, 多系统器官功能衰竭
膝外侧韧带损伤,腓总神经损伤
口腔癌皮肤转移,口腔结核性溃疡
系统性红斑狼疮伴发的精神障碍,血管损伤
酒精性股骨头坏死,骨关节炎
卵巢残余综合征,卵巢癌
系统性红斑狼疮伴发的葡萄膜炎,血管炎
病毒性上呼吸道感染,肾小球肾炎
系统性红斑狼疮所致脊髓病,血小板减少症
输卵管畸形,宫外孕
皮肤白喉,急性肾炎
宫颈妊娠,休克
冻疮,肿胀
系统性血管炎所致神经损害,精神障碍
慢性外耳道炎,耳聋
卵巢黏液性肿瘤,肠梗阻
细菌协同性坏疽,筋膜炎
细菌协同性坏疽, 蜂窝织炎
酒精性脂肪肝,肝性脑病
酒精性脂肪肝, 上消化道出血
酒精性脂肪肝, 肝肾综合征
酒精性脂肪肝, 肝肺综合征
酒精性脂肪肝, 腹膜炎
阿米巴性宫颈炎,阿米巴性阴道炎
细菌性阴道病,宫颈癌
鹅掌风,支原体感染
开放性颅脑损伤,脑脓肿
蜂螫伤,昏厥
病毒性胃肠炎,溶血尿毒综合征
下尺桡关节脱位,骨折
蜂窝织炎,水肿
卵巢支持-间质细胞瘤,性早熟
慢性中耳炎,耳聋
下疳样脓皮病,坏疽性脓皮症
慢性髓细胞白血病,贫血
空巢综合症,老年痴呆
下腔静脉后输尿管,肾积水
妊娠高血压疾病,胎盘早剥
妊娠高血压疾病, 肺水肿
妊娠高血压疾病, 肾功能衰竭
妊娠高血压疾病, 胎儿窘迫
妊娠高血压疾病, 急性心力衰竭
妊娠高血压疾病, 脑疝
老年性睑外翻,睑外翻
子宫复旧不全,盆腔炎
妊娠合并肺栓塞,弥散性血管内凝血
不孕不育,内分泌失调
不孕不育, 排卵障碍
不孕不育, 子宫肌瘤
不孕不育, 子宫内膜炎
不孕不育, 子宫内膜结核
不孕不育, 先天性无阴道
不孕不育, 阴道横隔
不孕不育, 急性腮腺炎性睾丸炎
不孕不育, 输精管堵塞
不孕不育, 早泄
下丘脑错构瘤,癫痫
老年性哮喘,糖尿病
妊娠合并甲状旁腺功能减退,贫血
副牛痘,荨麻疹
输卵管妊娠流产,休克
下肢动脉硬化闭塞症,动脉栓塞
妊娠合并肠梗阻,中毒性休克综合征
光感型药疹,支气管肺炎
慢性细菌性痢疾,关节炎
慢性细菌性痢疾, 流产
慢性细菌性痢疾, 早产
慢性细菌性痢疾, 营养不良
慢性细菌性痢疾, 贫血
慢性细菌性痢疾, Reiter综合征
慢性细菌性痢疾, 类白血病反应
慢性细菌性痢疾, 中耳炎
慢性细菌性痢疾, 口角炎
慢性细菌性痢疾, 败血症
结核性脑膜炎,躯体感觉障碍
下肢交通静脉瓣膜关闭不全,血管瘤
下肢交通静脉瓣膜关闭不全, 血栓闭塞性脉管炎
下肢交通静脉瓣膜关闭不全, 血管网织细胞瘤
下肢交通静脉瓣膜关闭不全, 血管肉瘤
下肢交通静脉瓣膜关闭不全, 血管活性肠肽瘤
下肢交通静脉瓣膜关闭不全, 脑血栓
草莓状血管瘤,充血性心力衰竭
固定性药疹,水肿
精神发育迟缓,智力低下
