disease_name,cure_method,cure_department,cure_probability
小儿巴特综合征,"['对症治疗', '药物治疗', '支持性治疗']","['儿科', '小儿内科']",95%
播散性嗜酸粒细胞增多性胶原病,"['药物治疗', '支持性治疗']","['内科', '风湿免疫科']",75%
荨麻疹,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",98%
急性中耳炎,"['药物治疗', '支持性治疗']","['五官科', '耳鼻喉科']",80%
播散性血管内凝血,"['药物治疗', '支持性治疗']","['内科', '血液科']",70%
小儿白塞病,"['药物治疗', '支持性治疗', '手术治疗']","['儿科', '小儿内科']",35%
银屑病,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",40%-60%
勃起功能障碍,"['中医治疗', '支持性治疗']",['男科'],70%
冠状动脉供血不足,"['药物治疗', '手术治疗', '介入治疗']","['内科', '心内科']",40%
小儿白细胞黏附分子缺陷Ⅰ型,"['手术治疗', '药物治疗', '支持性治疗']","['儿科', '小儿内科']",20--40%
不安腿综合征,"['药物治疗', '康复治疗']","['外科', '骨外科']",70-90%
表皮样囊肿,"['手术治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",95%
小儿白细胞黏附分子缺陷Ⅱ型,"['对症治疗', '药物治疗', '支持性治疗']","['儿科', '小儿内科']",
不动杆菌肺炎,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",95%
过敏性结肠炎,['药物治疗'],"['内科', '消化内科']",80%
小儿白血病,"['药物治疗', '骨髓移植', '支持治疗']","['内科', '血液科']",5%
药疹,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",70%
小儿半乳糖血症,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",60%
外伤性股骨头坏死,"['手术治疗', '药物治疗']","['外科', '骨外科']",60%
疣,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",60%
小儿膀胱-输尿管反流综合征,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",75%
不动杆菌感染,"['药物治疗', '支持性治疗']",['传染科'],60-80%
心肌缺血,"['药物治疗', '介入治疗', '手术治疗']","['内科', '心内科']",40%
小儿豹皮综合征,"['对症治疗', '药物治疗', '支持性治疗']","['儿科', '小儿内科']",30%
不动纤毛综合征,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",68%
小儿贲门失弛缓症,['手术治疗。'],"['儿科', '儿科综合']",80%
不稳定型心绞痛,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '心内科']",70%
输血后肝炎,['对症治疗，抗病毒治疗'],['传染科'],80%
小儿苯丙酮尿症,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",70%
不稳定血红蛋白病,"['药物治疗', '支持性治疗']","['内科', '血液科']",对症治疗，无法根治
小儿便秘,"['灌肠治疗', '药物治疗', '饮食结构调整', '康复治疗']","['儿科', '小儿内科']",90%治愈
原发性皮肤淀粉样变性,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",60%
红皮性银屑病,"['药物治疗', '心理治疗']","['皮肤性病科', '皮肤科']",30%
布氏杆菌性关节炎,"['支持性治疗', '康复治疗']","['内科', '风湿免疫科']",80%
小儿变形性肌张力障碍,"['药物治疗', '康复治疗']","['儿科', '小儿内科']",40%
布氏菌病,['对症治疗和病原治疗'],['传染科'],治愈率86%
心包炎,"['药物治疗', '手术治疗', '支持性治疗']","['内科', '心内科']",60%
小儿变应性鼻炎,"['物理治疗', '药物治疗', '支持治疗']","['五官科', '耳鼻喉科']",75%
喉痉挛,"['药物治疗', '支持治疗']","['五官科', '耳鼻喉科']",60--80%
布氏菌肺炎,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",75%
痒疹,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",98%
药物过敏性口炎,"['康复治疗', '支持性治疗']","['五官科', '口腔科']",90%
小儿变应性亚败血症综合征,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",30%
步态异常,"['支持性治疗', '康复治疗']","['内科', '神经内科']",95%
药物性耳聋,['药物治疗，佩戴助听器'],"['五官科', '耳鼻喉科']",耳毒性药物引起的耳聋为不可逆性，治疗效果不理想，重在预防
小儿丙酸血症,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",75%
硬红斑,"['药物治疗', '支持治疗']","['皮肤性病科', '皮肤科']",80%
小儿丙型病毒性肝炎,"['药物治疗', '支持治疗']",['肝病'],10%
药物中毒,"['药物治疗', '支持治疗']",['急诊科'],70%
脂溢性皮炎,"['药物治疗', '支持治疗']","['皮肤性病科', '皮肤科']",80%
C5功能不全综合征,"['中医治疗', '支持性治疗']","['内科', '血液科']",60%
小儿病毒感染性口炎,"['对症治疗', '康复治疗', '支持治疗']","['儿科', '儿科综合']",99.3%
职业黑变病,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",70%
喉麻痹,"['药物治疗', '手术治疗']","['五官科', '耳鼻喉科']",40%
Castleman病,"['药物治疗', '康复治疗']","['内科', '血液科']",60%
小儿病毒相关吞噬血细胞综合征,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",90%
CD30阳性皮肤T细胞淋巴瘤,"['药物治疗', '支持性治疗']","['肿瘤科', '肿瘤外科']",35%
小儿病毒性心肌炎,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",95%
胰头癌,"['手术治疗', '放射性治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤外科']",78%
小儿病态窦房结综合征,"['手术治疗', '药物治疗', '支持治疗']","['儿科', '小儿内科']",70%
Chance骨折,"['支持性治疗', '康复治疗']","['外科', '骨外科']",80%
糖尿病型牙周炎,"['药物治疗', '手术治疗']","['五官科', '口腔科']",20%
中毒性坏死性表皮松解型药疹,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",80%
小儿波-杰综合征,"['药物治疗', '手术治疗', '支持性治疗']","['儿科', '小儿外科']",80%
着色芽生菌病和暗色丝孢霉病,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",85%
小儿播散性血管内凝血,"['积极治疗原发病，', '对症治疗', '支持性治疗']","['儿科', '小儿内科']",30%
CM1神经节苷脂贮积症,"['药物治疗', '支持性治疗']","['内科', '风湿免疫科']",60%
喉水肿,"['手术治疗', '药物治疗']","['五官科', '耳鼻喉科']",70%
小儿播散性脂肪肉芽肿综合征,"['药物治疗', '康复治疗', '支持性治疗']","['儿科', '小儿内科']",15%
残胃平滑肌肉瘤,"['手术治疗', '药物治疗', '支持性']","['外科', '普外科']",76%
小细胞肺癌,"['化疗为主，加用放疗', '，粒子植入，消融']","['内科', '呼吸内科']",分期不同治疗敏感性不同生存期各有不同
小儿伯-韦综合征,"['手术治疗', '药物治疗', '康复治疗', '支持性治疗']","['儿科', '小儿内科']",30%
苍白球黑质红核色素变性,"['药物治疗', '支持性治疗']","['内科', '神经内科']",45%
小儿不对称身材-矮小-性发育异常综合征,"['对症治疗', '手术治疗', '药物治疗', '支持性治疗']","['儿科', '小儿内科']",无法根治
胰腺结核,"['手术治疗', '药物治疗', '支持性治疗']",['传染科'],80%
茶毛虫皮炎,"['中医治疗', '药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",90%
小儿部分性肺静脉异位连接,"['手术治疗', '药物治疗', '支持性治疗']","['儿科', '小儿外科']",90%
腹股沟肉芽肿,"['药物治疗', '支持性治疗']","['皮肤性病科', '性病科']",20-40%
臀肌挛缩症,"['药物治疗', '支持性治疗']","['外科', '普外科']",80%
产后精神病,"['心理治疗', '药物治疗']",['精神科'],50%
小儿肠病性肢端皮炎,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",60-70%
遗传性肾炎,"['药物治疗', '支持性治疗']","['内科', '肾内科']",60%
产后泌尿道感染,"['药物治疗', '康复治疗']","['妇产科', '产科']",75%
小儿肠套叠,"['内科治疗', '手术治疗', '支持性治疗']","['儿科', '小儿外科']",90%
小儿胃肠炎,['根据不同病情，采用口服药物，输液等，对于有脱水，电解质紊乱的要及时纠正，及对症支持等综合治疗'],"['儿科', '小儿内科']",99%
产后虚脱,"['药物治疗', '支持性治疗']","['妇产科', '产科']",98%
小儿肠吸收不良综合征,"['病因治疗', '对症治疗', '药物治疗', '支持治疗']","['儿科', '小儿内科']",87%
原发性脑干损伤,"['支持治疗', '药物治疗']","['外科', '神经外科']",10%
产后抑郁症,"['心理治疗', '药物治疗']",['精神科'],70-80%
小儿肠系膜淋巴结结核,"['对症治疗', '药物治疗', '支持治疗']","['儿科', '小儿外科']",60%
喉狭窄,"['手术治疗', '支持治疗']","['五官科', '耳鼻喉科']",65%-75%(外科手术治疗)
产碱杆菌肺炎,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",46%
小儿肠旋转不良,['手术治疗'],"['儿科', '小儿外科']",50%
产科播散性血管内凝血,"['药物治疗', '支持性治疗']","['妇产科', '产科']",85%
小儿常染色体显性小脑性共济失调,"['药物治疗', '支持性治疗']","['儿科', '小儿内科']",无法治愈
躁狂抑郁症,"['心理治疗', '药物治疗']",['精神科'],80%
梅毒,"['药物治疗', '支持性治疗']","['皮肤性病科', '性病科']",40%
产科休克,"['药物治疗', '支持性治疗']","['妇产科', '产科']",90%
小儿常染色体隐性小脑性共济失调,"['手术治疗', '药物治疗', '支持性治疗']","['儿科', '小儿内科']",40%
真菌性脑膜炎,"['药物治疗', '支持性治疗']","['内科', '神经内科']",90%
产力异常性难产,"['药物治疗', '支持性治疗']","['妇产科', '产科']",95%
小儿潮红综合征,"['药物治疗', '支持性治疗']","['儿科', '儿科综合']",87%
网络成瘾,"['心理治疗', '药物治疗']",['心理科'],98%
长骨骨干结核,"['支持性治疗', '康复治疗', '手术治疗']","['外科', '骨外科']",70%
小儿成骨不全,"['支持治疗', '康复治疗']","['儿科', '儿科综合']",40%
长骨造釉细胞瘤,"['支持性治疗', '康复治疗', '手术治疗']","['肿瘤科', '肿瘤外科']",外科手术治愈率约为65%
小儿成人型慢性粒细胞白血病,"['骨髓移植', '药物治疗', '支持治疗']","['内科', '血液科']",70%（骨髓移植可达70%）
长膜壳绦虫病,"['药物治疗', '支持性治疗']","['内科', '消化内科']",80%
肠白塞病,"['药物治疗', '支持性治疗', '手术治疗']","['内科', '消化内科']",75%
小儿抽动症,"['心理治疗', '药物治疗']","['儿科', '儿科综合']",40%
化脓性鼻窦炎,"['药物治疗', '物理治疗']","['五官科', '耳鼻喉科']",60%
肠病性肢端皮炎,"['药物治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",85%
小儿出血性疾病,"['药物治疗', '支持治疗']","['儿科', '儿科综合']",70%
肠出血性大肠埃希杆菌感染,"['中医治疗', '支持性治疗']","['内科', '消化内科']",98%
小儿出血性休克和脑病综合征,"['药物治疗', '支持治疗']","['儿科', '小儿内科']",40%
肠道病毒71型感染,"['药物治疗', '支持性治疗']",['传染科'],85%
性病性淋巴肉芽肿,"['药物治疗', '支持治疗']","['皮肤性病科', '性病科']",35%
小儿触电与雷击,"['药物治疗', '支持治疗']","['外科', '烧伤科']",90%
肠道感染后反应性关节炎,"['中医治疗', '支持性治疗', '康复治疗']","['外科', '骨外科']",65%
支气管结石症,"['药物治疗', '支持性治疗']","['外科', '心胸外科']",80%
小儿传染性单核细胞增多症,"['中医治疗', '支持治疗']",['传染科'],85%
肠道革兰阴性杆菌脑膜炎,"['药物治疗', '支持性治疗']","['内科', '神经内科']",99%
消化道溃疡,"['药物治疗', '手术治疗', '支持治疗']","['内科', '消化内科']",80%
小儿喘息样支气管炎,['药物治疗'],"['儿科', '小儿内科']",95%以上，少部分可发展为成人哮喘
肠道血管畸形,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '消化内科']",85%
阿尔采末病,"['药物治疗', '支持性治疗']","['内科', '神经内科']",60%
肠毒性大肠埃希杆菌感染,"['药物治疗', '支持性治疗']","['内科', '消化内科']",90%
小儿纯红细胞再生障碍性贫血,"['骨髓移植', '药物治疗', '支持治疗']","['儿科', '小儿内科']",65%
侏儒症,"['药物治疗', '，综合治疗']","['内科', '内分泌科']",5%
肠杆菌肺炎,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",75%
阿斯伯格综合症,"['心理治疗', '药物治疗']",['精神科'],20%
小儿脆性X染色体,"['药物治疗', '康复治疗']","['儿科', '小儿内科']",75%
胃窦炎,"['药物治疗', '手术治疗']","['内科', '消化内科']",40-60%
肠毛滴虫病,"['药物治疗', '康复治疗']","['内科', '消化内科']",90%
抽动障碍,"['药物治疗', '康复治疗']",['精神科'],80%
小儿错畸形,"['手术治疗', '康复治疗', '支持性治疗']","['儿科', '小儿外科']",10--20%
化脓性腮腺炎,['抗菌素治疗'],"['五官科', '口腔科']",40-60%
肠球菌肺炎,"['药物治疗', '支持性治疗']","['内科', '呼吸内科']",60%
多发脑梗塞性精神障碍,"['心理治疗', '药物治疗', '手术治疗']","['内科', '神经内科']",76%
小儿大动脉炎,"['药物治疗', '介入治疗', '手术治疗', '支持治疗']","['儿科', '小儿外科']",60%-75%
无脑儿,"['手术治疗', '药物治疗', '支持性治疗']","['妇产科', '产科']",无法治愈，可终止妊娠
肠伤寒穿孔,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '消化内科']",91.3%
癫痫伴发的精神障碍,"['病因治疗', '对症治疗', '药物治疗', '康复治疗']","['内科', '神经内科']",30%
小儿大动脉转位,"['手术治疗', '药物治疗', '支持治疗']","['儿科', '小儿外科']",85%
消化不良,"['药物治疗', '支持性治疗']","['内科', '消化内科']",一般经过治疗后99%可以痊愈
儿童期精神障碍及精神发育迟缓,"['支持治疗', '康复治疗']",['精神科'],10%
化脓性中耳炎,['急性化脓性中耳炎药物治疗为主，慢性化脓性中耳炎可手术治疗'],"['五官科', '耳鼻喉科']",40-60%
小儿大脑半球胶质瘤,"['手术治疗', '药物治疗', '支持治疗']","['肿瘤科', '肿瘤外科']",50%
肠石性肠梗阻,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '普外科']",80%
小儿单侧肺异常透亮综合征,"['病因治疗', '药物治疗', '支持治疗']","['儿科', '小儿内科']",80%
肠系膜静脉血栓形成,"['康复治疗', '支持性治疗', '手术治疗']","['内科', '消化内科']",75%
反应性精神病,"['心理治疗', '药物治疗']",['精神科'],85%
子宫性不孕,"['手术治疗', '中医治疗']","['妇产科', '妇科']",30%
精神活性物质所致精神障碍,"['心理治疗', '药物治疗']",['精神科'],15%
