disease_name,check_method
脑动静脉畸形,"['脑血管造影', '神经系统检查', 'CT平扫']"
四肢血管损伤,"['多普勒超声心动图', '血管造影', '造影检查', '脉搏']"
血管网织细胞瘤,"['胸部B超', '血常规', '皱缩红细胞', '血液生化六项检查', '脑血管造影', '头颅平片', '心血管MRI检查', 'CT检查']"
血管肉瘤,"['血管造影', '红细胞检查']"
血管活性肠肽瘤,"['胃泌素', '5-羟色胺', '葡萄糖耐量试验', '酸碱度(pH)值测定', '上消化道造影', 'CT检查']"
下肢深静脉血栓形成,"['D-二聚体', '血浆蛋白C抗原', '皮肤颜色', '多普勒超声心动图', '核磁共振成像(MRI)', '血常规', '血液黏度', '血液生化六项检查', '伸踝试验', '血管造影']"
拇指再造,"['全身状态检查', '血常规', 'X线碘油造影']"
柏哲病,"['皮肤颜色', '乳房触诊', '乳房活检', '乳房视诊', '钼靶X线检查']"
产褥期乳腺炎,"['血常规', '乳腺检查', '乳腺超声检查']"
急性化脓性乳腺炎,"['乳房超声检查', '血常规', '乳房检查']"
乳腺囊性增生症,"['乳房检查', '乳房手术活检', '乳管镜检查', '乳腺超声检查']"
乳房纤维腺瘤,"['乳腺检查', '乳腺超声检查', '近红外线乳腺扫描检查']"
乳腺结核,"['乳腺检查', '结核杆菌检查', '乳腺导管造影', '乳房手术活检', '乳管镜检查']"
鼻咽癌,"['局部显像', '鼻咽部MRI检查', '纤维鼻咽镜', '全身显像', '耳鼻咽喉CT检查', '颅底片']"
鼻咽肉瘤,"['纤维鼻咽镜', '鼻咽部MRI检查', '颅底片', '耳鼻咽喉CT检查']"
鼻咽血管纤维瘤,"['间接鼻咽镜', '颅底片', '耳鼻咽喉CT检查', '前鼻镜检查', '鼻咽部MRI检查']"
成纤维性纤维瘤,"['骨与关节MRI检查', '四肢的骨和关节平片', '骨关节及软组织CT检查']"
单发性骨软骨瘤,"['四肢的骨和关节平片', '骨与关节MRI检查', '骨关节及软组织CT检查']"
多发性遗传性骨软骨瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
多发性软骨瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
恶性葡萄胎,"['人绒毛膜促性腺激素', '唾液醛固酮', '妇科超声检查', '双合诊']"
耳部恶性肿瘤,"['鼻咽部MRI检查', '耳鼻咽喉CT检查', '颅底片']"
血管内皮瘤,['血管造影']
恶性纤维组织细胞瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '血管造影', '骨与关节MRI检查']"
颞叶肿瘤,"['脑电图检查', '颅底片', '脑血管造影', '造影检查', '眼底检查']"
恶性黑色素瘤,"['电子皮镜', 'CT检查', '巩膜透照']"
腹膜后肿瘤,"['搔弹音', '腹膜后充气造影', '腹部MRI检查', '腹部CT']"
非霍奇金淋巴瘤,"['血清乳酸脱氢酶', '免疫球蛋白轻链', '大生化检查', '骨髓象分析', '血沉方程K值', '血液检查', '免疫病理检查', '免疫学检测', '肠镜', 'CT检查']"
非骨化性纤维瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
反分化软骨肉瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
非炎性单纯性突眼,"['视力', '眼底检查']"
高泌乳素血症,"['眼科检查', '眼底检查', '卵巢功能检查', '胎盘泌乳素（PL）', '血管造影', '造影检查', '泌乳素（PRL）兴奋试验', '视力', '胰高血糖素', 'TRH兴奋TSH、PRL试验']"
宫颈癌,"['三合诊', '碘黄试验', '细胞角蛋白19片段抗原（CYFRA21-1）', '吞噬鸡红细胞功能试验', '阴道镜检查', '子宫颈锥形切除术', '鳞状上皮细胞癌抗原（SCC）', '鳞状上皮细胞癌抗原', 'C-myc基因（C-myc）', '癌抗原15-3（CA15-3）']"
骨血管瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '血管造影', '浆细胞']"
骨外尤文氏瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
骨外骨肉瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
骨母细胞瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
骨膜性软骨瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
骨化性纤维瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
骨的恶性纤维组织细胞瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
骨瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
睾丸肿瘤,['静脉尿路造影']
颌面部神经纤维瘤,"['颅脑超声检查', '颅脑CT检查', '颅脑MRI检查']"
颌面部淋巴管瘤,"['颅脑CT检查', '颅脑MRI检查']"
喉癌,['耳鼻咽喉CT检查']
汗管瘤,"['真菌组织病理学', '皮肤涂片显微镜检查', '皮肤弹性检查']"
基底细胞瘤,"['癌症普查', '细胞组织化学染色']"
浆细胞瘤,"['浆细胞', '免疫电泳', '血清免疫蛋白电泳', '涂片']"
脊索瘤,"['血管造影', '膀胱造影']"
甲状腺癌,"['99Tmc-MIBI甲状腺显像', '肿瘤受体显像', '肿瘤神经多肽受体显像', '甲状腺放射性核素显影检查', '平面显像', '甲状腺B型超声检查', '血清钙', '纤维连接蛋白', '甲状腺球蛋白', '血清醛缩酶同工酶']"
颈部囊状淋巴管瘤,"['颈部MRI检查', '颈部活动度检查', '血液检查']"
Kaposis肉瘤,"['白细胞分类计数', '皮肤癌检测']"
卡波西肉瘤,"['白细胞分类计数', '皮肤癌检测']"
眶假瘤,"['眼球及眼眶检查法', '眼球和眼眶的超声检查', '眼及眶区CT检查']"
卵巢癌,"['妇科超声检查', '糖链抗原242', 'α2-妊娠相关蛋白', '卵巢肿瘤标记', '糖链抗原15-3', '糖链抗原125', '生殖系统肿瘤检查项目', '腹部平片', '糖链抗原72-4', '癌抗原72-4（CA72-4）']"
良性葡萄胎,"['妇科超声检查', '双合诊']"
淋巴管肉瘤,"['皮肤癌检测', '淋巴显像']"
良性纤维组织细胞瘤,"['骨关节及软组织CT检查', '细胞组织化学染色', '全身软组织MRI检查']"
淋巴管瘤,"['腹腔镜', '免疫病理检查']"
颅咽管瘤,"['颅脑CT检查', '生长激素', '脑血管造影', '头颅平片', '磁共振波谱分析', '颅脑MRI检查', '视力', '眼底检查']"
淋巴水肿,"['钼', '血管杂音']"
鳞状细胞癌,"['鳞状上皮细胞癌抗原', '鳞状上皮细胞癌抗原（SCC）', '皮肤癌检测', '皮肤病的物理检查']"
弥漫性恶性间皮瘤,"['胸部平片', '胸部CT检查', '免疫电泳']"
弥漫型间皮瘤,"['癌胚抗原（CEA）', '胸部平片', '胸部CT检查', '免疫电泳']"
弥漫性血管内凝血,"['简易凝血酶生成试验', '白陶土部分凝血活酶时间', '优球蛋白的溶解时间', '优球蛋白溶解时间', '组织纤溶酶原激活物', '简易凝血酶生成试验', '血浆D-二聚体测定', '血浆蛋白C活性测定', '血浆凝血酶原片段1+2检测', '血浆纤溶酶―抗纤溶酶复合物测定']"
粘液表皮样癌,"['颅脑MRI检查', '颅脑CT检查']"
平滑骨肉瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
皮肤癌,"['皮肤癌检测', '皮肤病的物理检查', '全血砷', '全血砷（As）', '类风湿因子']"
葡萄膜恶性黑色素瘤,"['眼科检查', '眼及眶区CT检查', '眼球和眼眶的超声检查', '血管造影']"
乳管内乳头状瘤,"['乳房超声检查', '乳腺导管造影', '乳腺远红外检查']"
软腭癌,"['耳鼻咽喉CT检查', '血液检查']"
绒毛膜癌,"['人绒毛膜促性腺激素（HCG）', '妇科超声检查', '羊水白细胞']"
软骨粘液样纤维瘤,"['骨与关节MRI检查', '细胞组织化学染色', '骨关节及软组织CT检查', '四肢的骨和关节平片', '血常规']"
软骨母细胞瘤,"['骨与关节MRI检查', '骨关节及软组织CT检查', '四肢的骨和关节平片', '血管造影']"
乳头状囊腺瘤,"['颅脑超声检查', '颅脑CT检查']"
舌癌,['耳鼻咽喉CT检查']
上颌窦癌,"['耳鼻咽喉CT检查', '口腔内窥镜']"
神经纤维肉瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
上皮样肉瘤,"['免疫病理检查', '自身免疫抗体检测', '肿瘤放射免疫显像（RII）']"
神经瘤,"['神经系统核医学检查', '神经系统检查']"
上颌窦恶性肿瘤,"['耳鼻咽喉CT检查', '血液检查']"
筛窦恶性肿瘤,"['耳鼻咽喉CT检查', '血液检查']"
视网膜母细胞瘤,"['血管造影', '眼底检查', '巩膜透照']"
听神经瘤,"['神经系统检查', '血管造影', '闭目直立试验', '脑脊液促甲状腺素']"
纹状骨瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
外阴癌,"['妇科超声检查', '癌症普查']"
网状细胞肉瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
外耳道乳头状瘤,"['耳鼻咽喉CT检查', '耳部检查']"
腺泡状软组织肉瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
纤维肉瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
涎腺癌,"['颅脑CT检查', '颅脑MRI检查']"
纤维软骨间质瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
小肠肿瘤,"['粪便性状', '双链酶皮内试验', '腹腔镜', '5-羟色胺', '血常规', '小肠镜检查', '内镜检查', '腹部CT']"
牙瘤,['口腔X光片检查']
咽部脊索瘤,['耳鼻咽喉CT检查']
咽部混合瘤,"['耳鼻咽喉CT检查', '血常规']"
原发性椎管内肿瘤,"['脊柱椎体平扫', '脊柱MRI检查']"
阴茎癌,"['男科计算器体层扫描 (CT)', '男科检查', '阴茎动脉血压']"
硬纤维瘤,"['腹部平片', '腹部MRI检查', '腹部CT']"
尤文氏肉瘤,"['骨关节及软组织CT检查', '骨与关节MRI检查', '四肢的骨和关节平片']"
阴道恶性肿瘤,"['妇科超声检查', '腹部CT', '阴道细胞学检查']"
眼眶肉瘤,"['眼及眶区CT检查', '眼球及眼眶检查法']"
咽畸胎瘤,"['耳鼻咽喉CT检查', '鼻咽部活组织检查']"
牙龈癌,"['口腔X光片检查', '颅脑MRI检查', '颅脑CT检查']"
脂肪瘤,"['血管造影', '胸部B超']"
子宫内膜癌,"['盆腔和阴道B超', '子宫颈涂片测试', '盆腔MRI检查', '子宫内膜活检', 'HCG半定量', '膀胱镜', '子宫颈黏液检查', '盆腔CT检查', '生殖系统肿瘤检查项目']"
脂肪肉瘤,['血管造影']
中耳癌,"['耳鼻咽喉CT检查', '脱落细胞检查']"
中心性软骨肉瘤,"['骨关节及软组织CT检查', '四肢的骨和关节平片', '骨与关节MRI检查']"
枕叶肿瘤,"['颅脑CT检查', '脑血管造影', '颅脑MRI检查']"
阿米巴性阴道炎,"['阴道分泌物检查', '阴道分泌物涂片检查']"
女性不孕症,"['精子数', '精子形态', '解脲脲原体', '不孕的血型检查', '不孕不育检查', '解脲脲原体', '不孕的生殖系统检查', '宫颈粘液相合试验', '输卵管镜', '解脲脲原体']"
处女膜闭锁,['妇科超声检查']
滴虫性阴道炎,"['阴道滴虫检查', '尿常规', '血常规', '阴道分泌物检查', '妇科检查']"
单纯性外阴炎,"['尿常规', '血常规', '线索细胞']"
附件炎,"['妇科检查', '血常规', '尿常规', '妇科超声检查']"
非特异性阴道炎,"['尿常规', '妇科超声检查', '血常规', '妇科检查']"
宫外孕,"['妇科超声检查', '人绒毛膜促性腺激素', '直肠指检', '妊娠试验', '尿人绒毛膜促性腺激素（HCG）', '绒毛膜促性腺激素β （HCG-β）', '尿妊娠试验（HCG）', '尿妊娠胶乳凝集抑制试验', '腹部皮肤检查', '孕酮']"
宫颈白斑,"['妇科超声检查', '阴道镜检查', '子宫颈锥形切除术']"
宫颈外翻,"['阴道镜检查', '尿常规']"
宫颈息肉,"['尿常规', '血常规']"
宫颈糜烂,"['妇科常规检查', '阴道镜检查', '宫颈分泌物培养']"
功血,"['肾功能检查', '阴道出血量检查']"
更年期综合征,"['妇科检查', '心电图']"
经前期综合征,"['乳房超声检查', '腹腔镜', '妇科检查', '乳房摄片']"
急性子宫内膜炎,"['妇科超声检查', '妇科检查', '双合诊', '脉搏']"
急性宫颈炎,"['阴道分泌物清洁度', '妇科检查', '妇科超声检查', '酶联免疫吸附试验']"
老年性阴道炎,['阴道细胞学检查']
卵巢囊肿,"['腹腔穿刺', '子宫输卵管造影', '尺压试验', '剖腹探查', '子宫与附件肿块', '子宫及附件检查', '生育镜']"
卵巢破裂,"['双合诊', '妇科超声检查']"
慢性宫颈炎,"['阴道分泌物检查', '妇科超声检查', '妇科检查', '酶联免疫吸附试验', '白带检查']"
霉菌性外阴炎,"['白带检查', '白带检查']"
慢性子宫内膜炎,"['妇科超声检查', '妇科检查']"
慢性输卵管卵巢炎,"['子宫输卵管造影', '腹腔镜', '双合诊']"
盆腔炎,"['妇科检查', '妇科超声检查', '腹腔镜', '白带检查', '宫腔细菌培养']"
葡萄胎,"['妇科超声检查', '人绒毛膜促性腺激素（HCG）', '双合诊', '尿妊娠胶乳凝集抑制试验', '妊娠试验']"
盆腔淤血综合征,"['妇科超声检查', '腹腔镜']"
盆腔腹膜炎,"['妇科超声检查', '双合诊']"
前置胎盘,"['膀胱造影', '产科B超', '核磁共振成像(MRI)']"
前庭大腺炎,"['尿道分泌物检查', '生殖道分泌物培养', '尿常规', '血液检查']"
妊娠合并糖尿病,"['75克葡萄糖耐量检查', '50克葡萄糖耐量检查', '血清已糖', 'NST试验', '妇科超声检查', '糖化血清蛋白', '糖化血清蛋白（GSP）', '羊水尿酸', '胎盘生乳素']"
妊娠期心脏病,"['心电图', '多普勒超声心动图', '平衡法放射性核素心血管造影(ERNA)']"
妊高征,"['产科B超', '尿蛋白质', '胎心监护', '心电图', '眼底检查', '血液检查', '尿比重（SG）', '活化部分凝血活酶时间（APTT）', '血液电解质检查', '凝血酶原时间（PT）']"
输卵管妊娠,"['妇科超声检查', '人绒毛膜促性腺激素（HCG）', '后穹窿穿刺术', '孕酮(P)']"
生殖器念珠菌病,"['吞噬白色念珠菌功能试验', '男科检查', '皮损']"
胎盘早剥,"['胎心监护', '凝血时间', '血常规', '尿常规']"
痛经,"['妇科超声检查', '腹腔镜', '宫腔镜', '子宫输卵管造影']"
外阴瘙痒,"['血常规', '妇科检查', '尿常规', '药敏试验']"
外阴白色病变,['皮损']
外阴炎,"['阴道分泌物检查', '妇科常规检查']"
先天性无阴道,"['妇科超声检查', '腹部CT', '腹部MRI检查', '腹部平片', '肛腹诊']"
性交疼痛,"['促甲状腺激素', '超声内镜检查', '雌激素']"
幼女性外阴阴道炎,"['阴道分泌物检查', '双合诊']"
月经不调,"['妇科超声检查', '刮宫检查', '卵巢功能检查', '阴道分泌物涂片检查', '妇科常规检查', '宫颈刮片（TCT）']"
阴道痉挛,"['妇科超声检查', '妇科检查']"
月经周期性精神病,['神经系统检查']
阴道横隔,"['妇科检查', '妇科超声检查']"
霉菌性阴道炎,"['阴道分泌物清洁度', '阴道清洁度检查', '妇科检查', '阴道分泌物涂片检查', '电子阴道镜']"
阴道毛滴虫病,"['阴道分泌物检查', '阴道分泌物涂片检查', '阴道分泌物清洁度', '胺试验']"
子宫肥大,"['妇科超声检查', '妇科检查']"
子宫肌瘤,"['妇科超声检查', '子宫及附件检查', '阴道出血量检查', '宫腔镜']"
子宫发育异常,"['妇科超声检查', '子宫输卵管造影', '子宫大小']"
子宫内膜异位症,"['妇科超声检查', 'X线碘油造影', '抗子宫内膜抗体（EMAb）', '腹腔镜', '核磁共振成像(MRI)', '子宫输卵管造影']"
子宫脱垂,"['妇科超声检查', '双合诊', '三合诊', '宫颈检查']"
