disease_name,nutrition_do_eat,nutrition_not_eat,nutrition_recommend_eat
先天性声带发育不良,,,
悬雍垂过长症,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['清汤白菜卷', '开水白菜', '小米素羹', '小米鹌鹑汤', '牛奶菠菜粥', '牛奶冬瓜', '芹菜炒鸡蛋', '豆腐鸡蛋锅贴']"
先天性小喉,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['小米鹌鹑汤', '芝麻小米粥', '鸡蛋银耳羹', '鸡蛋木耳粥', '牛奶大米饭', '牛奶杏仁粥', '苹果派', '苹果胡萝卜泥']"
先天性后鼻孔闭锁,,,
先天性喉蹼,,,
先天性喉喘鸣,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['素炒小白菜', '香菇薏米饭', '鲜香菇煮豆腐']"
先天性鼻咽部狭窄及闭锁,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['小米枣仁粥', '小米蛋奶粥', '牛奶杏仁粥', '花生牛奶炖银耳', '胡萝卜苹果汁', '苹果胡萝卜泥']"
先天性鼻部皮样囊肿及瘘管,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['香菇薏米饭', '白菜小米卷', '萝卜粳米粥', '小米枣仁粥', '扁豆小米粥', '牛奶杏仁粥', '南瓜牛奶汁', '玉米粉燕麦粥']"
先天性喉闭锁,,,
咽部异感症,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['芝麻小米粥', '小米枣仁粥', '桂圆鸡蛋汤', '鸡蛋豆腐汤', '牛奶杏仁粥', '牛奶花生粥', '牛奶鹑蛋', '胡萝卜苹果汁']"
硬脑膜外和硬脑膜下脓肿,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '螃蟹']","['小米素羹', '芝麻小米粥', '鸡蛋芹菜炒饭', '鸡蛋木耳粥', '鸡蛋布丁', '牛奶花生粥', '牛奶杏仁粥', '西葫芦饺']"
咽血管畸形,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['芝麻小米粥', '小米枣仁粥', '鸡蛋面', '百合双耳鸡蛋羹', '南瓜牛奶汁', '牛奶杏仁粥', '玉米粉燕麦粥', '燕麦粳米粥']"
咽肌痉挛,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['冬菇排骨白菜墨鱼干汤', '羊肉炖柿子', '砂锅鱼头豆腐', '薏米豆腐羹', '黑芝麻核桃肉汤', '百合炒西兰花', '菠菜粥', '虾皮菠菜粥']"
咽后壁憩室,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['小米枣仁粥', '小米蛋奶粥', '鸡蛋豆腐汤', '鸡蛋冰糖炖银耳', '牛奶玉米汤', '南瓜牛奶汁', '牛奶杏仁粥', '玉米粉燕麦粥']"
咽鼓管阻塞,,,
咽鼓管异常开放症,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['小米薄麻粥', '小米枣仁粥', '牛奶玉米汤', '牛奶杏仁粥', '玉米粉燕麦粥', '燕麦粳米粥', '西葫芦饺', '西葫芦盅']"
咽侧壁憩室,"['鸭蛋', '鸡蛋', '鸡蛋', '鸭翅']","['干腌菜', '杏仁', '腐竹', '赤小豆']","['小米薄麻粥', '小米枣仁粥', '鸡蛋面', '鸡蛋银耳羹', '荠菜鸡蛋汤', '牛奶玉米汤', '牛奶杏仁粥', '西葫芦饺']"
咽部硬结病,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['白菜包子', '小白菜馅包子', '菠菜豆腐汤', '菠菜水饺', '腰果西兰花', '素炒西兰花', '荠菜肉丝豆腐羹', '荠菜饺']"
咽部异物,,,
咽部麻风,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['小白菜馅包子', '白菜包子', '菠菜豆腐汤', '菠菜水饺', '腰果西兰花', '素炒西兰花', '木瓜蛋奶汁', '木瓜鲜奶饮']"
咽部狼疮,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['白菜小米卷', '小米枣仁粥', '鸡蛋布丁', '鸡蛋家常饼', '桂圆鸡蛋汤', '南瓜牛奶汁', '牛奶杏仁粥', '玉米粉燕麦粥']"
咽部创伤,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['啤酒', '白酒', '杏仁', '腐竹']","['鲫鱼菠菜豆腐汤', '豆浆粥', '清汤白菜卷', '清炒油麦菜', '紫菜肉片汤', '果酱蛋卷', '肉片烧菜花', '西兰花炒牛肉']"
咽部瘢痕狭窄,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['啤酒', '白酒', '杏仁', '腐竹']","['白菜小米卷', '小米枣仁粥', '鸡蛋布丁', '芝麻小米粥', '小米龙眼粥', '鸡蛋豆腐汤', '玉米粉燕麦粥', '燕麦粳米粥']"
咽角化症,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['啤酒', '白酒', '杏仁', '腐竹']","['小米粉粥', '小米枣仁粥', '小米龙眼粥', '鸡蛋布丁', '鸡蛋豆腐汤', '枸杞煮鸡蛋', '牛奶玉米汤', '牛奶冬瓜']"
咽后脓肿,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['啤酒', '白酒', '杏仁', '腐竹']","['猪肉青菜粥', '香菇茯苓粥', '山药葡萄粥', '桂圆黑豆粥', '番茄皮蛋菜汤', '清汤馄饨', '萝卜豆腐汤', '砂锅鱼头豆腐']"
咽旁脓肿,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['麦芽糖', '白砂糖', '啤酒', '白酒']","['玉米面蒸饺', '黑米粥', '木耳芝麻茶', '番茄橘子汁', '山楂核桃茶', '鲜奶核桃粥', '猪肝白菜汤', '墨鱼鸡肉饮']"
咽白喉,,,
中耳气压伤,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['麦芽糖', '白砂糖', '啤酒', '白酒']","['白菜小米卷', '芝麻小米粥', '鸡蛋面', '苜蓿鸡蛋汤', '玉米粉燕麦粥', '燕麦粳米粥', '木瓜胡萝卜玉米粥', '胡萝卜香蕉汁']"
噪声性耳聋,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '白酒', '杏仁', '腐竹']","['菠菜豆腐汤', '牛肉菠菜汤', '花样果肉薏米粥', '苹果生菜酸奶汁', '草莓果酱', '冬菇烧白菜', '丝瓜蘑菇肉片汤', '荔枝荷花蒸鸭']"
中毒性眩晕,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '鸡蛋黄', '杏仁', '腐竹']","['菠菜豆腐汤', '小白菜猪肉饺', '柳橙菠萝汁', '猕猴桃苡仁粥', '山药桂圆粥', '清炒油麦菜', '银耳樱桃羹', '酱肉西兰花']"
扁平苔癣,"['鸭蛋', '鸭翅', '鸡肉', '莲子']","['啤酒', '白酒', '杏仁', '腐竹']","['猪肉青菜粥', '菠菜豆腐汤', '菠菜芹菜粥', '土豆莲藕汁', '瓜条拌藕片', '腰果西兰花', '素炒西兰花', '红枣银耳粥']"
边缘性龈炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['芹菜炒香菇', '芹菜牛肉粥', '芹菜炒蛋', '口蘑香菇粥', '香菇茯苓粥', '丝瓜绿茶汤', '绿茶番茄汤', '菠菜煎豆腐']"
变应性口炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['清炒油麦菜', '豆豉鲮鱼油麦菜', '菠菜橘子汁', '清蒸合页鱼', '鱼烧豆腐', '豆腐蛋饺', '红豆花生红枣粥', '草莓沙拉拌生菜']"
唇裂,"['鸡蛋', '葵花子仁', '花生', '白果（干）']","['白酒', '杏仁', '腐竹', '赤小豆']","['鸡蛋冰糖炖银耳', '冰糖炖银耳', '菠菜双蛋羹', '牛奶菠菜粥', '素炒菠菜', '菠菜羹', '猪肝菠菜粥', '菠菜粉丝汤']"
创伤性口炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['女贞子蜂蜜饮', '木瓜生姜蜂蜜粥', '人参蜂蜜粥', '鸡蛋木耳粥', '木耳粥', '豆浆莴笋汤', '什锦水果羹', '口袋豆腐汤']"
唇病,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['小白菜馅包子', '蔬菜杂烩粥', '素炒菠菜', '卷心菜菠萝汁', '生菜烧肉三明治', '白菜猪肉水饺', '花豆腐生菜瘦肉汤', '香瓜菜']"
齿状突发育畸形,,,
多形红斑,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['鸡蛋黄花汤', '百合花鸡蛋羹', '紫菜鸡蛋汤', '小米粉粥', '豆薯小米粥', '扁豆小米粥', '菠菜豆腐汤', '草莓菠菜汁']"
单纯性牙周炎,"['鸭蛋', '鸭翅', '鸡肉', '葵花子仁']","['啤酒', '白酒', '杏仁', '腐竹']","['鲜虾肉泥', '虾末菜花', '虾仁豆腐羹', '牛奶窝蛋莲子汤', '牛奶蛋花粥', '鱼粥', '豆腐番茄鱼片牛肉汤', '土豆泥子汤']"
腭裂,,,
肥大性龈炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['白菜虾仁面汤', '大白菜饺', '双菇番茄黄瓜紫菜汤', '什菜面', '水果蛋糕', '番茄苹果汁', '苹果生菜酸奶汁', '什锦果冻']"
氟骨症,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['德式土豆饼', '豆皮饭', '八珍豆腐盒', '百合绿豆沙羹', '苹果派', '草莓果汁', '苹果色拉', '什菜面']"
氟牙症,"['鸭蛋', '鸡蛋清', '鸡蛋', '鸽蛋']","['啤酒', '白酒', '杏仁', '腐竹']","['炒胡萝卜', '胡萝卜牛肉水饺', '胡萝卜粥', '胡萝卜猪肝汤', '土豆胡萝卜片', '土豆泥牛奶粥', '牛奶香蕉糊', '牛奶大米饭']"
根尖周病,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['菠菜豆腐蛋花汤', '三文鱼饺', '白玉银鱼羹', '豆腐蛋饺', '双豆羹', '红豆花生红枣粥', '银耳樱桃羹', '银耳蒸黄鱼']"
红斑,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['干腌菜', '杏仁', '腐竹', '赤小豆']","['菠菜虾米汤', '菠菜粉丝汤', '卤汁豆腐', '红豆糯米粥', '魔芋豆腐', '椰蓉豆沙卷', '枣桃粥', '红桃蜜']"
坏死性龈口炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '腐竹', '赤小豆', '白扁豆']","['白菜包子', '香瓜菜', '花豆腐生菜瘦肉汤', '菠菜豆腐汤', '牛奶绿菜花', '苹果派', '什锦水果羹', '西米猕猴桃粥']"
颌面部放线菌病,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '杏仁', '腐竹', '赤小豆']","['牛奶菠菜粥', '菠菜芹菜粥', '藕馅水饺', '凉拌藕片', '腰果西兰花', '素炒西兰花', '银耳绿豆粥', '红枣银耳汤']"
颌周蜂窝织炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['白酒', '辣椒(红、尖、干)', '大蒜', '大葱']","['川贝酿梨', '荔枝红枣粥', '白菜蛋花粥', '白菜虾仁面汤', '香菇油菜面筋粥', '紫菜色拉卷', '猪肉青菜粥', '菠菜豆腐汤']"
颌骨囊肿,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['苹果派', '玉竹参果猪肉汤', '什锦果冻', '水果什锦奶羹', '果汁冻', '卷心菜菠萝汁', '紫菜芙蓉汤', '白菜包子']"
后牙反合,,,
颌骨癌,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['小米素羹', '小米薄麻粥', '鸡蛋面', '紫菜鸡蛋汤', '核桃牛奶饮', '牛奶杏仁粥', '玉米粉燕麦粥', '燕麦粳米粥']"
急性颌骨骨髓炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['步鱼蔬菜羹', '卷心菜菠萝汁', '紫菜芙蓉汤', '菠菜双蛋羹', '白菜虾仁面汤', '猪肉青菜粥', '双菇番茄黄瓜紫菜汤', '水果沙拉']"
甲状舌管囊肿与鳃裂囊肿,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['小白菜馅包子', '花豆腐生菜瘦肉汤', '卷心菜菠萝汁', '紫菜芙蓉汤', '菠菜双蛋羹', '菠菜豆腐汤', '什菜面', '青菜饭']"
急性化脓性腮腺炎,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['生菜烧肉三明治', '卷心菜烧肉蒸饺', '花菜饺', '白菜蛋花粥', '花豆腐生菜瘦肉汤', '生菜龙虾', '水果沙拉', '什锦水果羹']"
颊间隙感染,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['花生菠菜粥', '菠菜双蛋羹', '藕馅水饺', '瓜条拌藕片', '腰果西兰花', '素炒西兰花', '红枣银耳粥', '银耳羹']"
结核性溃疡,"['鸭蛋', '鸡蛋', '鸭翅', '鸡腿']","['杏仁', '松子（炒）', '赤小豆', '白扁豆']","['鸡肉竹笋汤', '水萝卜丝拌白菜', '菠菜煎豆腐', '草莓沙拉拌生菜', '荔枝腰花', '肉片柿子汤', '茶鸡蛋', '蘑菇木耳西兰花腐竹汤']"
口底多间隙感染,"['鸭蛋', '鸡蛋', '鸭翅', '鸡肉']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['小白菜馅包子', '白菜包子', '牛奶菠菜粥', '菠菜芹菜粥', '腰果西兰花', '素炒西兰花', '木瓜鲜奶', '木瓜胡萝卜玉米粥']"
口腔溃疡,"['鹿肉', '鸭肉', '乌骨鸡', '杏仁']","['白酒', '杏仁', '花生仁（炸）', '赤小豆']","['鸭肉菜包', '薏仁鸭肉煲', '赤小豆鲤鱼粥', '赤小豆鲤鱼汤', '炝西兰花', '百合炒西兰花', '香菇西兰花', '莲藕萝卜']"
口腔扁平苔藓,"['鹿肉', '乌骨鸡', '葵花子仁', '花生']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['白菜包子', '素炒菠菜', '甜菜叶粥', '卷心菜菠萝汁', '紫菜芙蓉汤', '菠菜双蛋羹', '双菇番茄黄瓜紫菜汤', '番茄皮蛋菜汤']"
口腔单纯性疱疹,"['鹿肉', '乌骨鸡', '桃仁', '莲子']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['鱼粥', '水萝卜丝拌白菜', '香菇炒菜花', '水萝卜拌黄瓜', '番茄生菜沙拉', '西兰花炒虾仁', '荞麦粥', '果仁排骨']"
口腔白斑病,"['鹿肉', '乌骨鸡', '葵花子仁', '花生']","['啤酒', '白酒', '杏仁', '赤小豆']","['菜花泥子汤', '白菜包子', '双菇番茄黄瓜紫菜汤', '甜菜叶粥', '生菜龙虾', '菠菜豆腐汤', '青菜饭', '花豆腐生菜瘦肉汤']"
口腔念珠菌病,"['鹿肉', '乌骨鸡', '葵花子仁', '花生']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['白菜包子', '花豆腐生菜瘦肉汤', '山药桂圆粥', '黄花菜炒黄瓜', '空心菜排骨汤', '奶香菜花', '菠菜豆腐汤', '红油菜花']"
颏下间隙感染,"['鹿肉', '鸭肉', '乌骨鸡', '莲子']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['鸭肉菜包', '五香鸭肉', '菠菜水饺', '番茄菠菜汁', '藕馅水饺', '凉拌藕片', '腰果西兰花', '素炒西兰花']"
眶下间隙感染,"['鹿肉', '乌骨鸡', '芝麻', '葵花子仁']","['白酒', '杏仁', '赤小豆', '白扁豆']","['双皮鲫鱼', '双菇鲫鱼汤', '白菜包子', '小白菜馅包子', '雪菜芦笋饺', '芦笋汁', '黄瓜拌绿豆芽', '清炒绿豆芽']"
开合,"['鹿肉', '乌骨鸡', '芝麻', '葵花子仁']","['白酒', '杏仁', '赤小豆', '白扁豆']","['小米素羹', '鸡肝小米粥', '小米龙眼粥', '鸡蛋布丁', '鸡蛋豆腐汤', '枸杞煮鸡蛋', '牛奶玉米汤', '核桃牛奶饮']"
口腔颌面部皮样、表皮样囊肿,"['鹿肉', '乌骨鸡', '桃仁', '葵花子仁']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['香瓜菜', '白菜虾仁面汤', '什菜面', '鱼茸菜心', '猪肉青菜粥', '卷心菜烧肉蒸饺', '冬菇椰菜豆腐粉丝汤', '菠菜豆腐汤']"
口腔颌面部软组织损伤,"['鹿肉', '乌骨鸡', '鸡肉', '桃仁']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['白菜扒猪肝', '圆白菜墨鱼卷', '糖拌菜花', '牛肉热汤面', '鸡肉蒸饺', '枸杞桃仁鸡丁', '拔丝樱桃肉', '核桃酪']"
膜性口炎,"['鹿肉', '乌骨鸡', '桃仁', '葵花子仁']","['啤酒', '白酒', '杏仁', '赤小豆']","['牛奶椰汁', '牛奶菠菜粥', '绿豆奶粥', '豆浆粥', '土豆粥', '番茄皮蛋汤', '雪梨鸡球', '广州牛肉炒面']"
磨损,"['鹿肉', '乌骨鸡', '桃仁', '葵花子仁']","['啤酒', '白酒', '杏仁', '赤小豆']","['豆薯小米粥', '芝麻小米粥', '鸡蛋木耳粥', '鸡蛋豆腐汤', '鱼肉鸡蛋汤', '玉米粉燕麦粥', '燕麦粳米粥']"
毛舌,,,
慢性上颌窦炎,"['鹿肉', '乌骨鸡', '葵花子仁', '花生']","['白酒', '杏仁', '赤小豆', '白扁豆']","['白菜小米卷', '草莓菠菜汁', '苹果派', '草莓果酱', '水果拌豆腐', '豆沙晶饼', '卤汁豆腐', '生菜鸡丝']"
慢性筛窦炎,"['鹿肉', '乌骨鸡', '葵花子仁', '花生']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['水果沙拉', '草莓果汁', '番茄苹果汁', '什果西米捞', '凤梨果仁松糕', '苹果生菜酸奶汁', '香瓜菜', '小白菜猪肉饺']"
慢性化脓性腮腺炎,"['鹿肉', '乌骨鸡', '桃仁', '葵花子仁']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['海带果菜汁', '香瓜菜', '白菜虾仁面汤', '小白菜猪肉饺', '番茄皮蛋菜汤', '双菇番茄黄瓜紫菜汤', '罗汉果金银菜柿饼汤', '卷心菜菠萝汁']"
颞下颌关节紊乱综合征,,,
颞下间隙感染,"['鹿肉', '鸭肉', '乌骨鸡', '桃仁']","['杏仁', '赤小豆', '白扁豆', '虾皮']","['鸭肉菜包', '五香鸭肉', '双皮鲫鱼', '双菇鲫鱼汤', '豇豆饺', '南瓜饭豇豆粥', '蘑菇木耳饺', '蘑菇烧冬瓜']"
颞间隙感染,"['鹿肉', '鸭肉', '乌骨鸡', '桃仁']","['杏仁', '赤小豆', '白扁豆', '虾皮']","['大麦豇豆粥', '三鲜豇豆', '蘑菇木耳饺', '玉米蘑菇糊', '番茄菠萝汁', '菠萝胡萝卜汁', '番茄葡萄汁', '葡萄干莲子汤']"
颞骨岩部炎,"['鹿肉', '鸭肉', '乌骨鸡', '桃仁']","['白酒', '杏仁', '赤小豆', '白扁豆']","['芝麻小米粥', '小米枣仁粥', '鸡蛋豆腐汤', '鸡蛋木耳粥', '牛奶花生粥', '牛奶杏仁粥']"
前牙反合,,,
青少年牙周炎,"['鹿肉', '鸡蛋', '乌骨鸡', '桃仁']","['杏仁', '赤小豆', '白扁豆', '螃蟹']","['黄瓜猪肉水饺', '白菜干猪肉煲排骨汤', '猪肉炖茄子', '四宝鸡肉', '鸡肉烩鱼丝', '清汤鲍鱼', '茶鸡蛋', '什锦鸡蛋面']"
龋齿,"['鹿肉', '鸡蛋清', '鸡蛋', '鸽蛋']","['糖桂花', '麦芽糖', '冰糖', '白砂糖']","['牛奶菠菜粥', '牛奶玉米汤', '炒胡萝卜', '胡萝卜炒猪肝', '清炒油麦菜', '草鱼豆腐', '鸡肉冬菜饼', '鸡肉白薯粥']"
前牙深覆盖,,,
舌甲状腺,"['鹿肉', '苹果脯', '乌骨鸡', '桃仁']","['白酒', '杏仁', '赤小豆', '白扁豆']","['白菜虾仁面汤', '菠菜双蛋羹', '青菜饭', '生菜烧肉三明治', '菜肉馄饨', '紫菜色拉卷', '生菜龙虾', '冬菇椰菜豆腐粉丝汤']"
舌白斑,"['鹿肉', '鸭肉', '乌骨鸡', '桃仁']","['白酒', '杏仁', '赤小豆', '白扁豆']","['鸭肉冬瓜海参汤', '鸭肉杂烩粥', '牛奶菠菜粥', '菠菜芹菜粥', '土豆莲藕汁', '百合啤梨白藕汤', '鲜百合冬菇西兰花汤', '蘑菇木耳西兰花腐竹汤']"
锁合,"['鹿肉', '乌骨鸡', '桃仁', '莲子']","['白酒', '杏仁', '赤小豆', '白扁豆']","['雪菜牛肉粥', '牛肉热汤面', '赤小豆鲤鱼汤', '清蒸鲤鱼', '牛奶菠菜粥', '菠菜水饺', '凉拌藕片', '糯米桂花藕']"
双颌前突,"['鹿肉', '乌骨鸡', '桃仁', '莲子']","['白酒', '杏仁', '赤小豆', '白扁豆']","['白菜小米卷', '小米枣仁粥', '小米龙眼粥', '鸡蛋木耳粥', '鸡蛋银耳羹', '鱼肉鸡蛋汤', '牛奶玉米汤', '核桃牛奶饮']"
深覆合,"['鹿肉', '乌骨鸡', '桃仁', '莲子']","['白酒', '杏仁', '赤小豆', '白扁豆']","['小米薄麻粥', '芝麻小米粥', '鸡蛋炒面', '鸡蛋木耳粥', '桂圆鸡蛋汤', '牛奶杏仁粥', '核桃牛奶饮', '西葫芦饺']"
舌下间隙感染,"['鹿肉', '鸭肉', '乌骨鸡', '桃仁']","['白酒', '杏仁', '赤小豆', '白扁豆']","['鸭肉菜包', '五香鸭肉', '赤小豆鲤鱼汤', '冬瓜鲤鱼汤', '牛奶菠菜粥', '菠菜芹菜粥', '藕馅水饺', '新藕肉汤']"
上颌前突,"['鹿肉', '鸭肉', '乌骨鸡', '桃仁']","['白酒', '杏仁', '赤小豆', '白扁豆']","['雪菜牛肉粥', '牛肉热汤面', '赤小豆鲤鱼粥', '豆腐鲤鱼', '菠菜双蛋羹', '牛奶菠菜粥', '腰果西兰花', '素炒西兰花']"
舌病,"['鹿肉', '乌骨鸡', '葵花子仁', '花生']","['白酒', '杏仁', '赤小豆', '白扁豆']","['海带果菜汁', '雪菜鸡丝面', '小白菜猪肉饺', '菜肉馄饨', '紫菜芙蓉汤', '双菇番茄黄瓜紫菜汤', '干豆腐拌黄瓜', '黄瓜炒蛋奶']"
四环素牙,"['鹿肉', '鸡蛋', '鸽蛋', '乌骨鸡']","['冰糖', '白砂糖', '啤酒', '白酒']","['牛奶麦片粥', '牛奶蛋', '油菜苹果牛奶汁', '炒胡萝卜', '胡萝卜牛肉水饺', '胡萝卜枸杞汁', '胡萝卜拌青笋', '胡萝卜烧牛腩']"
上颌后缩,"['鹿肉', '鸡蛋', '鸽蛋', '乌骨鸡']","['冰糖', '白砂糖', '啤酒', '白酒']","['小米蛋奶粥', '芝麻小米粥', '鸡蛋木耳粥', '鸡蛋银耳羹', '牛奶玉米汤', '牛奶冬瓜', '西葫芦饺', '西葫芦盅']"
天疱疮,"['鹿肉', '乌骨鸡', '芝麻', '莲子']","['白酒', '杏仁', '赤小豆', '白扁豆']","['生菜烧肉三明治', '白菜包子', '干萝卜丝酱菜', '紫菜芙蓉汤', '卷心菜菠萝汁', '海带果菜汁', '步鱼蔬菜羹', '生菜龙虾']"
楔状缺损,"['鹿肉', '鸡蛋', '乌骨鸡', '芝麻']","['白酒', '杏仁', '赤小豆', '白扁豆']","['萝卜豆腐汤', '草鱼豆腐', '牛奶玉米汤']"
下颌后缩,"['鹿肉', '乌骨鸡', '芝麻', '莲子']","['白酒', '杏仁', '赤小豆', '白扁豆']","['苋菜鱼头豆腐汤', '白菜虾仁面汤', '白菜小米卷', '小米薄麻粥', '鸡蛋布丁', '鱼肉鸡蛋汤']"
下颌下隙感染,"['鹿肉', '鸡蛋', '乌骨鸡', '芝麻']","['白酒', '杏仁', '赤小豆', '白扁豆']","['香浓玉米汤', '鸡肉蛋花汤', '白菜蛋花粥', '白菜炖猪骨汤', '牛奶菠菜粥', '菠菜豆腐蛋花汤', '木瓜蛋奶汁', '木瓜胡萝卜玉米粥']"
